,filename,fileid,char_start_offset_edu,char_end_offset_edu,speech_edu_id,text_edu,Conflict_Type,Conflict_Target,Target_Country_Name,Conflict_Target_2,Target_Country_Name_2,Conflict_Target_Intermediate,Conflict_Target_Intermediate_2,char_start_offset_edu_original,char_end_offset_edu_original,speech_sentence_id,paragraph_id,paragraph_id_consecutive,paragraph_id_consecutive_per_file,Conflict_IDs,rstree_nodeid,rstree_nodeid_chain,rstree_relation_leaf,rstree_relation_chain,tokenized_edus,len_tokens_edus,sentence_id_consecutive,sentence_id_consecutive_per_file,rstree_edges,sat_value_rstree,rstree_nodeid_chain_subtree,rstree_relation_chain_subtree,rstree_edges_subtree,sat_value_subtree
1158,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1544,1607,32,no doubt in an effort to stifle a country it calls its brother.,Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,1546,1609,14,4,146,2,281.0,33,"['33', '32', '100', '101', '28', '102', '103', '118', '140', '141']",purpose,"['purpose', 'purpose_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'list', 'background', 'background_nucleus', 'background_nucleus', 'root']","['no', 'doubt', 'in', 'an', 'effort', 'to', 'stifle', 'a', 'country', 'it', 'calls', 'its', 'brother', '.']",14,513,12,10,8,"['33', '32', '100', '101', '28', '102', '103']","['purpose', 'purpose_nucleus', 'list', 'elaboration', 'elaboration_nucleus', 'list', 'background']",7,5
1159,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1608,1744,33,"Finally, Russia is systematically bombarding Ukraine with a message of defiance vis-a-vis Kyiv via the airwaves and television channels,",Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,1610,1746,15,4,146,2,281.0,34,"['34', '106', '103', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'list', 'background', 'background_nucleus', 'background_nucleus', 'root']","['Finally', ',', 'Russia', 'is', 'systematically', 'bombarding', 'Ukraine', 'with', 'a', 'message', 'of', 'defiance', 'vis', '-', 'a', '-', 'vis', 'Kyiv', 'via', 'the', 'airwaves', 'and', 'television', 'channels', ',']",25,514,13,6,5,"['34', '106', '103']","['e-elaboration_nucleus', 'list', 'background']",3,2
1160,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1745,1751,34,"which,",Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,1747,1753,15,4,146,2,281.0,35,"['35', '104', '105', '34', '106', '103', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'list', 'background', 'background_nucleus', 'background_nucleus', 'root']","['which', ',']",2,514,13,9,7,"['35', '104', '105', '34', '106', '103']","['e-elaboration_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'list', 'background']",6,4
1161,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1752,1825,35,"for many people who do not have access to various sources of information,",Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,1754,1827,15,4,146,2,281.0,36,"['36', '35', '104', '105', '34', '106', '103', '118', '140', '141']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'list', 'background', 'background_nucleus', 'background_nucleus', 'root']","['for', 'many', 'people', 'who', 'do', 'not', 'have', 'access', 'to', 'various', 'sources', 'of', 'information', ',']",14,514,13,10,8,"['36', '35', '104', '105', '34', '106', '103']","['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'list', 'background']",7,5
1162,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1826,1856,36,is the only message they hear.,Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,1828,1858,15,4,146,2,281.0,37,"['37', '105', '34', '106', '103', '118', '140', '141']",sameunit,"['sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'list', 'background', 'background_nucleus', 'background_nucleus', 'root']","['is', 'the', 'only', 'message', 'they', 'hear', '.']",7,514,13,8,6,"['37', '105', '34', '106', '103']","['sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'list', 'background']",5,3
1163,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1857,1949,37,It is against that backdrop that France commends the level-headedness of Ukrainian officials,Indirect_NegEval,Country,russian_federation,_,_,Other,_,1860,1952,17,6,147,3,282.0,38,"['38', '109', '110', '111', '112', '113', '115', '117', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['It', 'is', 'against', 'that', 'backdrop', 'that', 'France', 'commends', 'the', 'level', '-', 'headedness', 'of', 'Ukrainian', 'officials']",15,515,14,11,11,"['38', '109', '110', '111', '112']","['e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus']",5,5
1164,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1950,1954,38,"who,",Indirect_NegEval,Country,russian_federation,_,_,Other,_,1953,1957,17,6,147,3,282.0,39,"['39', '107', '108', '38', '109', '110', '111', '112', '113', '115', '117', '118', '140', '141']",circumstance_nucleus,"['circumstance_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['who', ',']",2,515,14,14,13,"['39', '107', '108', '38', '109', '110', '111', '112']","['circumstance_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus']",8,7
1165,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,1955,2000,39,"against that destabilizing torrent of events,",Indirect_NegEval,Country,russian_federation,_,_,Other,_,1958,2003,17,6,147,3,282.0,40,"['40', '39', '107', '108', '38', '109', '110', '111', '112', '113', '115', '117', '118', '140', '141']",circumstance,"['circumstance', 'circumstance_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['against', 'that', 'destabilizing', 'torrent', 'of', 'events', ',']",7,515,14,15,14,"['40', '39', '107', '108', '38', '109', '110', '111', '112']","['circumstance', 'circumstance_nucleus', 'sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus']",9,8
1166,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2001,2045,40,seek to resolve the crisis through dialogue.,Indirect_NegEval,Country,russian_federation,_,_,Other,_,2004,2048,17,6,147,3,282.0,41,"['41', '108', '38', '109', '110', '111', '112', '113', '115', '117', '118', '140', '141']",sameunit,"['sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['seek', 'to', 'resolve', 'the', 'crisis', 'through', 'dialogue', '.']",8,515,14,13,12,"['41', '108', '38', '109', '110', '111', '112']","['sameunit', 'e-elaboration', 'e-elaboration_nucleus', 'background', 'background_nucleus', 'background', 'background_nucleus']",7,6
1167,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2046,2216,41,That is the spirit in which Prime Minister Yatsenyuk visited eastern Ukraine with specific proposals in response to the real questions of people overwhelmed by propaganda,Indirect_NegEval,Underspecified,Underdefined,_,_,Other,_,2049,2219,18,6,147,3,283.0,42,"['42', '110', '111', '112', '113', '115', '117', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'background_nucleus', 'background', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['That', 'is', 'the', 'spirit', 'in', 'which', 'Prime', 'Minister', 'Yatsenyuk', 'visited', 'eastern', 'Ukraine', 'with', 'specific', 'proposals', 'in', 'response', 'to', 'the', 'real', 'questions', 'of', 'people', 'overwhelmed', 'by', 'propaganda']",26,516,15,10,10,"['42', '110', '111', '112']","['e-elaboration_nucleus', 'background_nucleus', 'background', 'background_nucleus']",4,4
1168,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2217,2275,42,who are disoriented and being exploited by radical groups.,Indirect_NegEval,Underspecified,Underdefined,_,_,Other,_,2220,2278,18,6,147,3,283.0,43,"['43', '42', '110', '111', '112', '113', '115', '117', '118', '140', '141']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'background_nucleus', 'background', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['who', 'are', 'disoriented', 'and', 'being', 'exploited', 'by', 'radical', 'groups', '.']",10,516,15,11,11,"['43', '42', '110', '111', '112']","['e-elaboration', 'e-elaboration_nucleus', 'background_nucleus', 'background', 'background_nucleus']",5,5
1169,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2276,2356,43,France has always been clear on the issue of the status oflanguages and regions.,_,_,_,_,_,_,_,2279,2359,19,6,147,3,284.0,44,"['44', '112', '113', '115', '117', '118', '140', '141']",elaboration_nucleus,"['elaboration_nucleus', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['France', 'has', 'always', 'been', 'clear', 'on', 'the', 'issue', 'of', 'the', 'status', 'oflanguages', 'and', 'regions', '.']",15,517,16,8,8,"['44', '112']","['elaboration_nucleus', 'background_nucleus']",2,2
1170,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2357,2533,44,"We encourage the authorities in Kyiv to continue their efforts for cooler heads to prevail, enter into a constructive dialogue and reassure people about their place in Ukraine.",_,_,_,_,_,_,_,2360,2536,20,6,147,3,284.0,45,"['45', '44', '112', '113', '115', '117', '118', '140', '141']",elaboration,"['elaboration', 'elaboration_nucleus', 'background_nucleus', 'background', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['We', 'encourage', 'the', 'authorities', 'in', 'Kyiv', 'to', 'continue', 'their', 'efforts', 'for', 'cooler', 'heads', 'to', 'prevail', ',', 'enter', 'into', 'a', 'constructive', 'dialogue', 'and', 'reassure', 'people', 'about', 'their', 'place', 'in', 'Ukraine', '.']",30,518,17,9,9,"['45', '44', '112']","['elaboration', 'elaboration_nucleus', 'background_nucleus']",3,3
1171,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2534,2631,45,"The future of Ukraine should not, and cannot, be up to anyone else but the Ukrainians themselves.",_,_,_,_,_,_,_,2538,2635,22,8,148,4,285.0,46,"['46', '115', '117', '118', '140', '141']",list,"['list', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['The', 'future', 'of', 'Ukraine', 'should', 'not', ',', 'and', 'can', 'not', ',', 'be', 'up', 'to', 'anyone', 'else', 'but', 'the', 'Ukrainians', 'themselves', '.']",21,519,18,6,5,"['46', '115']","['list', 'list_nucleus']",2,1
1172,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2632,2730,46,"We should support the Ukrainian authorities in organizing elections, under the best of conditions,",_,_,_,_,_,_,_,2636,2734,23,8,148,4,285.0,47,"['47', '114', '115', '117', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'list', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['We', 'should', 'support', 'the', 'Ukrainian', 'authorities', 'in', 'organizing', 'elections', ',', 'under', 'the', 'best', 'of', 'conditions', ',']",16,520,19,7,6,"['47', '114', '115']","['e-elaboration_nucleus', 'list', 'list_nucleus']",3,2
1173,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2731,2772,47,that ensure that everyone is represented.,_,_,_,_,_,_,_,2735,2776,23,8,148,4,285.0,48,"['48', '47', '114', '115', '117', '118', '140', '141']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'list', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['that', 'ensure', 'that', 'everyone', 'is', 'represented', '.']",7,520,19,8,7,"['48', '47', '114', '115']","['e-elaboration', 'e-elaboration_nucleus', 'list', 'list_nucleus']",4,3
1174,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2773,2806,48,Our message has always been clear,_,_,_,_,_,_,_,2777,2810,24,8,148,4,285.0,49,"['49', '50', '116', '115', '117', '118', '140', '141']",elaboration,"['elaboration', 'elaboration_nucleus', 'list', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['Our', 'message', 'has', 'always', 'been', 'clear']",6,521,20,8,7,"['49', '50', '116', '115']","['elaboration', 'elaboration_nucleus', 'list', 'list_nucleus']",4,3
1175,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2807,2946,49,that the presidential election scheduled for 25 May must be free and transparent and guaranteed by the presence of international observers.,_,_,_,_,_,_,_,2811,2950,24,8,148,4,285.0,50,"['50', '116', '115', '117', '118', '140', '141']",elaboration_nucleus,"['elaboration_nucleus', 'list', 'list_nucleus', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['that', 'the', 'presidential', 'election', 'scheduled', 'for', '25', 'May', 'must', 'be', 'free', 'and', 'transparent', 'and', 'guaranteed', 'by', 'the', 'presence', 'of', 'international', 'observers', '.']",22,521,20,7,6,"['50', '116', '115']","['elaboration_nucleus', 'list', 'list_nucleus']",3,2
1176,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,2947,3015,50,We reiterate our commitment to the territorial integrity of Ukraine.,_,_,_,_,_,_,_,2952,3020,26,10,149,5,286.0,51,"['51', '122', '129', '131', '138', '117', '118', '140', '141']",list,"['list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['We', 'reiterate', 'our', 'commitment', 'to', 'the', 'territorial', 'integrity', 'of', 'Ukraine', '.']",11,522,21,9,8,"['51', '122', '129']","['list', 'reason-S', 'reason-S_nucleus']",3,2
1177,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3016,3073,51,"We call on Russia commit to de-escalation and to condemn,",Indirect_NegEval,Country,russian_federation,_,_,Non-Governm_Grp,_,3021,3078,27,10,149,5,287.0,52,"['52', '119', '120', '122', '129', '131', '138', '117', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['We', 'call', 'on', 'Russia', 'commit', 'to', 'de', '-', 'escalation', 'and', 'to', 'condemn', ',']",13,523,22,11,9,"['52', '119', '120', '122', '129']","['e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus']",5,3
1178,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3074,3109,52,"along with the rest of the Council,",Indirect_NegEval,Country,russian_federation,_,_,Non-Governm_Grp,_,3079,3114,27,10,149,5,287.0,53,"['53', '52', '119', '120', '122', '129', '131', '138', '117', '118', '140', '141']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['along', 'with', 'the', 'rest', 'of', 'the', 'Council', ',']",8,523,22,12,10,"['53', '52', '119', '120', '122', '129']","['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus']",6,4
1179,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3110,3141,53,the attempts at destabilization,Indirect_NegEval,Country,russian_federation,_,_,Non-Governm_Grp,_,3115,3146,27,10,149,5,287.0,54,"['54', '121', '120', '122', '129', '131', '138', '117', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['the', 'attempts', 'at', 'destabilization']",4,523,22,11,9,"['54', '121', '120', '122', '129']","['e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus']",5,3
1180,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3142,3189,54,carried out by armed groups in eastern Ukraine.,Indirect_NegEval,Country,russian_federation,_,_,Non-Governm_Grp,_,3147,3194,27,10,149,5,287.0,55,"['55', '54', '121', '120', '122', '129', '131', '138', '117', '118', '140', '141']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['carried', 'out', 'by', 'armed', 'groups', 'in', 'eastern', 'Ukraine', '.']",9,523,22,12,10,"['55', '54', '121', '120', '122', '129']","['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'list', 'reason-S', 'reason-S_nucleus']",6,4
1181,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3190,3284,55,We also call on Russia to fully assume its role as a permanent member of the Security Council.,_,_,_,_,_,_,_,3195,3289,28,10,149,5,288.0,56,"['56', '122', '129', '131', '138', '117', '118', '140', '141']",list,"['list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['We', 'also', 'call', 'on', 'Russia', 'to', 'fully', 'assume', 'its', 'role', 'as', 'a', 'permanent', 'member', 'of', 'the', 'Security', 'Council', '.']",19,524,23,9,8,"['56', '122', '129']","['list', 'reason-S', 'reason-S_nucleus']",3,2
1182,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3285,3403,56,"Russia is a guarantor of peace and security in the world, both in the larger world and in its immediate neighbourhood.",_,_,_,_,_,_,_,3290,3408,29,10,149,5,288.0,57,"['57', '58', '123', '124', '125', '122', '129', '131', '138', '117', '118', '140', '141']",background,"['background', 'background_nucleus', 'reason-S', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['Russia', 'is', 'a', 'guarantor', 'of', 'peace', 'and', 'security', 'in', 'the', 'world', ',', 'both', 'in', 'the', 'larger', 'world', 'and', 'in', 'its', 'immediate', 'neighbourhood', '.']",23,525,24,13,12,"['57', '58', '123', '124', '125', '122', '129']","['background', 'background_nucleus', 'reason-S', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus']",7,6
1183,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3404,3444,57,There cannot be two different standards.,Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,3409,3449,30,10,149,5,289.0,58,"['58', '123', '124', '125', '122', '129', '131', '138', '117', '118', '140', '141']",background_nucleus,"['background_nucleus', 'reason-S', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['There', 'can', 'not', 'be', 'two', 'different', 'standards', '.']",8,526,25,12,11,"['58', '123', '124', '125', '122', '129']","['background_nucleus', 'reason-S', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus']",6,5
1184,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3445,3523,58,Russia must today put its full weight behind helping Ukraine regain stability.,_,_,_,_,_,_,_,3450,3528,31,10,149,5,290.0,59,"['59', '124', '125', '122', '129', '131', '138', '117', '118', '140', '141']",list,"['list', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['Russia', 'must', 'today', 'put', 'its', 'full', 'weight', 'behind', 'helping', 'Ukraine', 'regain', 'stability', '.']",13,527,26,11,9,"['59', '124', '125', '122', '129']","['list', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus']",5,3
1185,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3524,3632,59,It must show itself up to the task ofplaying the role it wishes to play as a pillar of Euro-Asian stability.,_,_,_,_,_,_,_,3529,3637,32,10,149,5,290.0,60,"['60', '124', '125', '122', '129', '131', '138', '117', '118', '140', '141']",list,"['list', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['It', 'must', 'show', 'itself', 'up', 'to', 'the', 'task', 'ofplaying', 'the', 'role', 'it', 'wishes', 'to', 'play', 'as', 'a', 'pillar', 'of', 'Euro', '-', 'Asian', 'stability', '.']",24,528,27,11,9,"['60', '124', '125', '122', '129']","['list', 'list_nucleus', 'list', 'reason-S', 'reason-S_nucleus']",5,3
1186,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3633,3640,60,We hope,_,_,_,_,_,_,_,3638,3645,33,10,149,5,290.0,61,"['61', '127', '128', '129', '131', '138', '117', '118', '140', '141']",attribution,"['attribution', 'attribution_nucleus', 'e-elaboration_nucleus', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['We', 'hope']",2,529,28,10,10,"['61', '127', '128', '129']","['attribution', 'attribution_nucleus', 'e-elaboration_nucleus', 'reason-S_nucleus']",4,4
1187,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3641,3755,61,"that the proposed meeting on 17 April among Russia, Ukraine, the United States and the European Union will be held",_,_,_,_,_,_,_,3646,3760,33,10,149,5,290.0,62,"['62', '127', '128', '129', '131', '138', '117', '118', '140', '141']",conjunction,"['conjunction', 'attribution_nucleus', 'e-elaboration_nucleus', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['that', 'the', 'proposed', 'meeting', 'on', '17', 'April', 'among', 'Russia', ',', 'Ukraine', ',', 'the', 'United', 'States', 'and', 'the', 'European', 'Union', 'will', 'be', 'held']",22,529,28,10,10,"['62', '127', '128', '129']","['conjunction', 'attribution_nucleus', 'e-elaboration_nucleus', 'reason-S_nucleus']",4,4
1188,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3756,3810,62,and that it makes it possible for solutions to emerge.,_,_,_,_,_,_,_,3761,3815,33,10,149,5,290.0,63,"['63', '127', '128', '129', '131', '138', '117', '118', '140', '141']",conjunction,"['conjunction', 'attribution_nucleus', 'e-elaboration_nucleus', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['and', 'that', 'it', 'makes', 'it', 'possible', 'for', 'solutions', 'to', 'emerge', '.']",11,529,28,10,10,"['63', '127', '128', '129']","['conjunction', 'attribution_nucleus', 'e-elaboration_nucleus', 'reason-S_nucleus']",4,4
1189,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3811,3834,63,This is a crucial stage,_,_,_,_,_,_,_,3816,3839,34,10,149,5,290.0,64,"['64', '130', '128', '129', '131', '138', '117', '118', '140', '141']",conjunction,"['conjunction', 'e-elaboration', 'e-elaboration_nucleus', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['This', 'is', 'a', 'crucial', 'stage']",5,530,29,10,10,"['64', '130', '128', '129']","['conjunction', 'e-elaboration', 'e-elaboration_nucleus', 'reason-S_nucleus']",4,4
1190,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3835,3893,64,and we call on all parties to exercise calm and restraint.,_,_,_,_,_,_,_,3840,3898,34,10,149,5,290.0,65,"['65', '130', '128', '129', '131', '138', '117', '118', '140', '141']",conjunction,"['conjunction', 'e-elaboration', 'e-elaboration_nucleus', 'reason-S_nucleus', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['and', 'we', 'call', 'on', 'all', 'parties', 'to', 'exercise', 'calm', 'and', 'restraint', '.']",12,530,29,10,10,"['65', '130', '128', '129']","['conjunction', 'e-elaboration', 'e-elaboration_nucleus', 'reason-S_nucleus']",4,4
1191,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3894,3952,65,"In conclusion, I would like to raise a final warning call.",_,_,_,_,_,_,_,3900,3958,36,12,150,6,291.0,66,"['66', '135', '136', '131', '138', '117', '118', '140', '141']",preparation,"['preparation', 'preparation_nucleus', 'motivation', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['In', 'conclusion', ',', 'I', 'would', 'like', 'to', 'raise', 'a', 'final', 'warning', 'call', '.']",13,531,30,9,9,"['66', '135']","['preparation', 'preparation_nucleus']",2,2
1192,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3953,3963,66,The danger,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,3959,3969,37,12,150,6,292.0,67,"['67', '132', '133', '135', '136', '131', '138', '117', '118', '140', '141']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus', 'motivation', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['The', 'danger']",2,532,31,11,10,"['67', '132', '133', '135']","['e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus']",4,3
1193,UNSC_2014_SPV.7154_spch008_edu_France.txt,UNSC_2014_SPV.7154_spch008,3964,3981,67,that now faces us,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,3970,3987,37,12,150,6,292.0,68,"['68', '67', '132', '133', '135', '136', '131', '138', '117', '118', '140', '141']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus', 'motivation', 'motivation_nucleus', 'reason-S', 'reason-S_nucleus', 'background_nucleus', 'background_nucleus', 'root']","['that', 'now', 'faces', 'us']",4,532,31,12,11,"['68', '67', '132', '133', '135']","['e-elaboration', 'e-elaboration_nucleus', 'sameunit', 'reason-S_nucleus', 'preparation_nucleus']",5,4
