,filename,fileid,char_start_offset,char_end_offset,paragraph_id,text
196,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,5538,5540,19,"

"
197,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,5540,5802,20,"""Participation in armed groups that are not governed by federal law, as well as participation in such armed groups on the territory of a foreign State for any purpose against the interests of the Russian Federation, is punishable by 5 to 10 years' imprisonment""."
198,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,5802,5804,21,"

"
199,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,5804,6038,22,"Since no Russian national has been brought to justice for such actions, there is only one conclusion: their participation in illegal armed groups on the territory of Ukraine does not contradict the interests of the Russian Federation."
200,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,6038,6040,23,"

"
201,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,6040,6750,24,"The situation on the Ukrainian-Russian State border has significantly deteriorated in recent days as a result of systematic violations coming from the Russian side of the border, as well as the provocative actions of armed terrorist groups in the border areas of the Donetsk and Luhansk regions. Several times a day, columns of military vehicles and Russian mercenaries attempt to break through the Ukrainian State border from the Russian side. Such attempts are actively facilitated by Russian border protection units. The anti-terrorist forces in Ukraine have been repeatedly shelled from the territory of Russia. Ukraine has documented evidence of all those facts for the appropriate international response."
202,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,6750,6752,25,"

"
203,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,6752,7624,26,"The number of provocations on the Ukrainian-Russian State border has increased substantially.
Illegal armed groups systematically fire towards the territory of Russia in order to create the false image of Ukrainian military fire. That caused the death of a Russian citizen. The Russian side accused the armed forces of Ukraine of shelling on Russian territory on 28 June, namely, Mine No. 24 of Vasetskaya village in the Krasnosulynsky district of the Rostov region and the Gukovo border checkpoint. The Ukrainian armed forces have never attacked or fired on the territory of Russia. All such provocations are committed by pro-Russian terrorists in order to find grounds for a further escalation. Today's statement by the Russian Foreign Minister, Sergey Lavrov, about the possibility of carrying out strikes against the territory of Ukraine sounds like a new provocation."
204,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,7624,7626,27,"

"
205,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,7626,8754,28,"Today, colleagues have presented some evidence of the deteriorating situation on the Ukrainian-Russian border. Every day during the month of July, we have observed such violations, including the shooting-down of Ukrainian jets. I would like to take this opportunity to once again draw the attention of members of the Security Council to the fact that Russia continues to redeploy new forces extremely close to the Ukrainian border. As of 14 July, the total number of groups of Russian armed forces in the areas bordering Ukraine has significantly increased. They comprise 33 battalion tactical groups, with a total of at least 40,000 troops directly around Ukraine, including up to 18,000 troops in Transnistria and up to 21,000 troops in the occupied territory ofCrimea. Those and similar actions constitute a flagrant violation by Russia of its obligations under the Charter of the United Nations and other universally recognized principles and norms of international law.
Those actions are incompatible with the obligations of the Russian Federation under the Geneva agreement of 17 April and the Berlin declaration of2 June."
206,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,8754,8756,29,"

"
207,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,8756,9192,30,"Despite all the international efforts, supported by the strong Ukrainian will to prevent a further escalation and further strengthened by the President's peace plan, the foreign terrorists and their Russian supporters have no intention of leaving us in peace or laying down their arms. We are still struggling against high-capacity military saboteurs who are willing to destroy Ukraine and to establish havens for chaos and instability."
208,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,9192,9194,31,"

"
209,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,9194,9637,32,"Ukraine demands that the Russian side immediately cease provocations on the State border of Ukraine, stop hindering the efforts of the Ukrainian side and the international community to put an end to terrorism and other violence in Donetsk and Luhansk regions, return to President Poroshenko's peace plan, withdraw its forces from the Ukrainian border and stop threatening peace and security in our country, the region and the world as a whole."
210,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,9637,9639,33,"

"
211,UNSC_2014_SPV.7219_spch019_Ukraine.txt,UNSC_2014_SPV.7219_spch019,9639,9639,34,
212,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,0,284,0,"First, we would like to express our heartfelt condolences to the bereaved families and friends of the passengers and crew of the Malaysia Airlines flight that crashed in Donetsk, as well as to the Governments of the countries whose citizens were on the list of victims of the tragedy."
213,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,284,286,1,"

"
214,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,286,665,2,"An open and impartial investigation of the incident is necessary. There must be no pressure placed on the investigation, or attempts to prejudge its outcome through broad statements or unfounded allegations. Given the complexity of the situation, we believe it would be proper to establish an international commission under the aegis of International Civil Aviation Organization."
215,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,665,667,3,"

"
216,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,667,1245,4,"I am certain that any normal person would, first and foremost, ask the question as to what led a Ukrainian aviation dispatcher to send a passenger flight through an area of military clashes - an area being used to carry out strikes against civilian targets, among others, and where anti-aircraft systems were operating. In line with international standards, ensuring the security of civilian aviation in a State's airspace is that State's responsibility. The State over whose territory a flight is planned must provide the information necessary to ensure the safety of aviation."
217,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,1245,1247,5,"

"
218,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,1247,2419,6,"International law provides for a State's timely ability to close off areas deemed dangerous for flights.
It would seem that an investigation is necessary not only of the disaster, but also of the extent to which Ukrainian aviation authorities carried out their obligations to exercise the relevant law and did everything necessary to ensure that Kyiv's military campaign prevented disasters. Today Kyiv announced the full closure of its airspace to conduct a so-called anti-terrorist operation.
Why could that not have been done earlier, instead of waiting for there to be hundreds of victims? During our previous meeting on Ukraine (see S/PV.7205), some Western members of the Council talked about the restraint exercised by the Kyiv authorities in using force. They have fully demonstrated that ""restraint"" now. There have been indiscriminate air strikes, rocket fire and attacks by artillery tanks in Donetsk and Luhansk. This punitive operation is becoming increasingly destructive for the civilian population and infrastructure. Dozens of civilians have been killed, including children. Transport systems, community facilities and medical centres have been destroyed."
219,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,2419,2421,7,"

"
220,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,2421,3060,8,"According to data of the Office of the United Nations High Commissioner for Refugees (UNHCR), there are more than 4.5 million people in eastern Ukraine in the area of the clashes. However, Kyiv has not evacuated civilians from those areas. Instead, people must risk their lives to flee the areas of military clashes by themselves. There are many reports of people being intentionally targeted by the Ukrainian armed forces as they flee the war, in particular to seek refuge in Russia.
To date, Russia has hosted more than 110,000 refugees from eastern Ukraine. That figure continues to grow daily. Those facts have been confirmed by UNCHR."
221,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,3060,3062,9,"

"
222,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,3062,3632,10,"In that regard, six Russian regions have declared a state of emergency. Artillery and mortar shelling by the Ukrainian armed forces into Russian territory has become a regular occurrence. The targets include border crossing points and peaceful civilians. Our citizens have been killed and wounded. We consider those provocations acts of aggression on the part of Ukraine against Russian citizens and against its sovereign territory. We place all blame on the Kyiv authorities and call for the Ukrainian side to take decisive measures to prevent such incidents in future."
223,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,3632,3634,11,"

"
224,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,3634,4166,12,"We have repeatedly issued warnings about the danger of trying to resolve the political crisis in Ukraine by force. We called for a mutually respectful and inclusive dialogue among all major political forces, Kyiv and the regions. However, the Kyiv authorities have chosen the wrong the path at every turn, with the support of its Western colleagues. I am talking about the United States, of course, which pushed Kyiv to escalate the crisis. They are trying to lay the blame on Russia for the catastrophe caused by the course chosen."
225,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,4166,4168,13,"

"
226,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,4168,4644,14,"Kyiv cast aside the agreement of 21 February and the road map proposed by the Chair of the Organization for Security and Cooperation in Europe (OSCE). The Geneva statement of 17 April and the Berlin declaration of 2 July were also dismissed, although representatives from the Kyiv Government took part in drafting them. The widely acclaimed peace plan of President Poroshenko became the pretext for military preparations and the deployment of a large-scale punitive operation."
227,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,4644,4646,15,"

"
228,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,4646,5246,16,"The Kyiv authorities have chosen to suppress dissent. Immediately after the February uprising, Kyiv began to call dissenters ""bandits"" and ""terrorists"", and then ""subhumans"" and ""insects"". Was it fortuitous that on Channel 5, the Ukrainian television channel owned by Mr. Poroshenko, a commercial was aired showing the stamping out of insects with a map of eastern Ukraine in the background? Protesters have been massacred in Mariupol and Odesa. The number of victims continues to rise and no genuine investigation has been carried out. Dozens of people who politically opposed Kyiv have disappeared."
229,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,5246,5248,17,"

"
230,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,5248,6042,18,"The promised reform of the Constitution is being prepared in secret. It appears that Kyiv would like to enlist the support of European structures and then give it to its lucky people. Indeed, according to reports, the redistribution of powers from the President to the Parliament, which was the source of the fighting in Maidan for months, is not actually being planned for. Is it any wonder that violence has been the result of such strategy? The political representatives of those regions are well known. They have long been a part okaraine's political life, and have come to the forefront through the protest movements in recent months. Involving them in the dialogue would prevent a further escalation of the current serious crisis, but instead Kyiv chose to arrest, beat and threaten them."
231,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,6042,6044,19,"

"
232,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,6044,6728,20,"With regard to the Ukrainian crisis, international institutions have not risen to the occasion. The reason lies with our Western partners. Much has been said, but nothing has been done to resolve the situation. We are working hard in the OSCE. In the Security Council, the Russian delegation proposed three times the serious drafting of a resolution that would put an end to the violence in Ukraine. But Western colleagues responded to our proposals with blatant cynicism. It seems that whatever the Ukrainian Government arbitrarily does is judged favourably, but the victims of the geopolitical ambitions of the Ukrainian regime are actually an entire nation - the people of Ukraine."
233,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,6728,6730,21,"

"
234,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,6730,6893,22,"The punitive operation in eastern Ukraine must be stopped immediately. Negotiating a resolution to the crisis is still possible, but the right choice must be made."
235,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,6893,6895,23,"

"
236,UNSC_2014_SPV.7219_spch015_Russian_Federation.txt,UNSC_2014_SPV.7219_spch015,6895,6895,24,
237,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,0,689,0,"Yesterday we were all shocked by the downing of Malaysia Airlines Flight 17. All 298 people aboard - 283 passangers and 15 crew members - were killed. As we stared at the passanger list yesterday, we saw next to three of the passangers' names a capital ""I"". As we now know, that letter stands for ""infant"". To the families and friends of the victims, it is impossible to find words to express our condolences. We can only commit to them that we will not rest until we find out what happened. A full, credible and unimpeded international investigation must begin immediately. The perpetrators must be brought to justice; they must not be sheltered by any State Member of the United Nations."
238,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,689,691,1,"

"
239,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,691,758,2,Let me share with the Council our assesment of the evidence so far.
240,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,758,760,3,"

"
241,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,760,1376,4,"We assess that Malaysia Airlines Flight 17, carrying 298 people from Amsterdan to Kuala Lumpur, was likely downed by a surface-to-air missile (SAM) - an SA-11 - operated from a separatist-held location in eastern Ukraine. The airliner was travelling at a cruise altitude of 33,000 feet, and its speed was typical for an airliner along an established flight corridor frequented by commercial traffic. The flight was transmiting its assigned transponder code, corresponding with its flight plan, and flight tracking data was publicly available on the Internet. There was nothing threatening or provocative about MH-17."
242,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,1376,1378,5,"

"
243,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,1378,1977,6,"Of the operational SAM. systems located near the border, only the SA-Il, SA-20 and SA-22 systems are capable of hitting an aircraft at the flight's altitude of 33,000 feet. We can rule out shorter-range SAMSs known to be in separatist hands, including man-portable air defence systems, and SA-8 and SA-13 systems, which are not capable of hitting an aircraft at that altitude. Early Thursday, an SA-ll SAM. system was reported near Zahnitkiv by a western reporter, and separatists were spotted hours before the incident with an SA-Il system at a location close to the site where the plane went down."
244,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,1977,1979,7,"

"
245,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,1979,2855,8,"Separatists initially claimed responsibility for shooting down a military transport plane, and posted videos that are now being connected to the Malaysia Airlines crash. Separatist leaders also boasted on social media about shooting down a plane, but later deleted those messages. Because of the technical complexity of the SA-11, it is unlikely that the separatists could effectively operate the system without assistance from knowledgeable personnel. Therefore, we cannot rule out technical assistance from Russian personnel in operating the systems. The Ukrainians do have SA-ll systems in their inventory; however, we are not aware of any Ukrainian SAM. systems in the area of the shoot-down. More important, since the beginning of the crisis Ukrainian air defences have not fired a single missile, despite several alleged violations of their airspace by Russian aircraft."
246,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,2855,2857,9,"

"
247,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,2857,3664,10,"This also follows a pattern of actions by Russian-backed separatists. On 13 June, separatists shot down a Ukrainian transport plane carrying 40 paratroopers and 9 crew members. On 24 June, as the Council was meeting to welcome Ukraine's unilateral ceasefire (see S/PV.7205), we received word that separatists had downed a Ukrainian helicopter, killing all nine aboard. On 14 July, separatists claimed credit for downing a Ukrainian military cargo plane flying at 6,000 metres. And on 16 July they claimed credit for the downing of a Ukrainian fighter jet. If indeed Russian-backed separatists were behind this attack on a civilian airliner, they and their backers would have good reason to cover up evidence of their crime. It is therefore extremely important that an investigation be commenced immediately."
248,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,3664,3666,11,"

"
249,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,3666,4878,12,"In the first instance, the special monitoring mission the of the Organization for Security and Cooperation in Europe should act as a first responder, thereby laying the foundation for efforts by other international organizations and individual nations, including those whose citizens were victims of the tragedy. Yesterday, President Obama assured Ukraine's President Poroshenko that United States experts would offer all possible assistance upon his request. President Poroshenko has invited the independent and credible International Civil Aviation Organization to join an investigation. International investigators must be granted immediate, full and unfettered access to the crash site. All those concerned - Russia, pro-Russian separatists and Ukraine - should agree to support an immediate ceasefire to facilitate access by international investigators. In that regard, we look to the monitoring misson also to reach agreement with separatists and others in the region to make that possible. All evidence must remain undisturbed and any evidence removed from the site by the Russian-backed separatists operating in the area should be promptly returned and handed over. Russia needs to help make that happen."
250,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,4878,4880,13,"

"
251,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,4880,5478,14,"While it make take us some time to firmly establish who shot down a plane filled with innocents, most Council members and most members of the international community have been warning for months about the devastation that would come if Russia did not stop what it started - if it did not reign in what it unleashed.
The context for yesterday's horror is clear: separatist forces backed by the Russian Government continue to destabilize Ukraine and undermine the efforts of Ukraine's elected leaders to build a democratic Ukraine that is stable, unified, secure and able to determine its own future."
252,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,5478,5480,15,"

"
253,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,5480,6104,16,"Russia says that it seeks peace in Ukraine, but we have repeatedly provided the Council with evidence of Russia's continued support to the separatists. Time after time, we have called on the Russian Government to de-escalate the situation by stopping the flow of fighters and weapons into Ukraine, pressing separatists to agree to a ceasefire and release all hostages, and support a road map for negotiations. Time after time, President Putin has committed to working towards dialogue and peace - in Geneva in April, in Normandy in June and in Berlin earlier this month - and every single time he has broken that commitment."
254,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,6104,6106,17,"

"
255,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,6106,7875,18,"Here is what we know. In the past few weeks, Russia has increased the number of tanks, armoured vehicles and rocket launchers in south-west Russia. More advanced air defence systems have also arrived. Moscow recently transferred Soviet- era tanks and artillery to the separatists, and several military vehicles crossed the border. After recapturing several Ukrainian cities last weekend, Ukrainian officials discovered caches of weapons long associated with Russian stockpiles, including MANPADs, mines, grenades, meals ready to eat, vehicles and a pontoon bridge. Ukrainian forces have discovered large amounts of other Russian-provided military equipment, including accompanying documentation verifying Russian origin, in the areas they have liberated from separatists in recent days.
Recruiting efforts for separatist fighters are expanding inside Russia, and separatists have openly said that they were looking for volunteers with experience in operating heavy weapons such as tanks and air defences.
Russia has allowed officials from the Donetsk People's Republic to establish a recruiting office in Moscow.
Ukrainian pilot Nadia Savchenko, who has long had a distinguished career in the Ukrainian military, was taken by separatists in mid-June. She is now being held - where? - in a prison in Voronezh, Russia.
According to the Ukrainian Government, she was transferred to Russia by separatists. Russia continues to redeploy new forces extremely close to the Ukrainian border. In addition, on Monday, a Ukrainian air force cargo plane was shot down in Ukrainian air space, and on Wednesday a Ukrainian fighter jet was also shot down in Ukrainian air space. In both instances, the Ukrainian Government believes that the planes were fired on from Russian territory."
256,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,7875,7877,19,"

"
257,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,7877,8553,20,"It is because of such continued destabilizing Russian actions that the United States imposed sanctions on the defence, energy and financial sectors of the Russian economy, including financial institutions. The measures include freezing the assets ofRussian defence companies and blocking new financing of some of Russia's most important banks and energy companies. The sanctions are significant, but they are also targeted and designed to have the maximum impact on the Russian calculus while limiting the impact on the Russian people and any spillover effects on our interests or those of our allies. This week, the European Union also announced expanded sanctions on Russia."
258,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,8553,8555,21,"

"
259,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,8555,8973,22,"The message is unified and clear: if President Putin continues to choose escalation over de-escalation, the international community will continue to impose costs on Russia. But that is not what any of us want. We and our allies remain committed to a diplomatic solution, as are the Ukrainian Government and the Ukrainian people, who have seen their neighbours, friends and family members killed in a needless conflict."
260,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,8973,8975,23,"

"
261,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,8975,10025,24,"President Poroshenko has consistently backed up his words with actions. He proposed a comprehensive peace plan and declared a unilateral ceasefire, both of which were cynically rejected by the illegal armed groups and their backers in Moscow. President Poroshenko's plan offered amnesty to separatists who voluntarily laid down their arms and who are not guilty of capital crimes. He committed to providing a safe corridor for Russian fighters to return to Russia. He established a job-creation programme for the affected areas, made an offer of broad decentralization and dialogue with eastern regions, including the promise of early local elections, and granted increased local control over language, holidays and customs. President Poroshenko has also reached out to the regions of eastern Ukraine and is pursuing constitutional reforms that will give local regions more authority to choose their regional leaders and protect locally spoken languages. He has said that he will meet with separatists in any safe location, inside or outside Ukraine."
262,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,10025,10027,25,"

"
263,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,10027,10940,26,"The goal of the United States throughout the crisis in Ukraine has been consistent, namely, to support a stable, peaceful and democratic Ukraine. We will not be satisfied with a temporary halt to violence. Russia must stop destabilizing Ukraine and allow all the people of Ukraine to decide their country's future through a democratic political process. As we sit here, the remains of nearly 300 people - innocent infants, children, women and men - are strewn across a blackened, smouldering landscape in Ukraine. The victims came from at least nine different nations; they could just as easily have come from any of ours. We must treat all of them as our own victims. We have a duty to each and every one of those individuals, their families and their countries to determine why that jet fell out of the sky and to hold the perpetrators accountable. We must stop at nothing to bring those responsible to justice."
264,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,10940,10942,27,"

"
265,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,10942,11607,28,"This appalling attack occurred in the context of a crisis that has been fuelled by Russian support for separatists through arms, weapons and training, by the Russian failure to follow through on its commitments and by its failure to adhere to the fundamental principles of the United Nations Charter. The tragedy only underscores the urgency and the determination with which we insist that Russia immediately take concrete steps to de-escalate the situation in Ukraine, support a sustainable ceasefire and follow the path towards peace that the Ukrainian Government has consistently offered. This war can be ended. Russia can end this war. Russia must end this war."
266,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,11607,11609,29,"

"
267,UNSC_2014_SPV.7219_spch006_United_States_Of_America.txt,UNSC_2014_SPV.7219_spch006,11609,11609,30,
268,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,0,102,0,"I also thank the Under-Secretary-General for Political Affairs, Mr. Jeffrey Feltman, for his briefing."
269,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,102,104,1,"

"
270,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,104,661,2,"At the start ofmy remarks, Iwish to express, on behalf of the Government and the people of Luxembourg, my most sincere condolences to the families and relatives of the 298 people aboard the Malaysia Airlines aircraft that crashed yesterday afternoon near the village of Grabovo in eastern Ukraine. Among the victims was a Dutch-English family living in Luxembourg.
Our sympathy also goes out to the Governments and the peoples of the Netherlands, Malaysia, Germany, Australia, Belgium, Canada, Indonesia, New Zealand, the Philippines and the United Kingdom."
271,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,661,663,3,"

"
272,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,663,1273,4,"The international community owes it to the victims to shed light on the circumstances that led to this tragic event. A transparent and independent comprehensive international investigation must be completed as soon as possible. Safe and unhindered access must be granted to international investigators, as well as to observers from the Organization for Security and Cooperation in Europe (OSCE) and representatives of affected countries. All parties involved should fully cooperate to that end. We commend the Ukrainian authorities in that regard. Those who committed this heinous act must be held accountable."
273,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,1273,1275,5,"

"
274,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,1275,1887,6,"This air disaster took place in a context of the ongoing deterioration of the situation in the east of Ukraine. Day after day, we receive reports of civilians killed in fighting between the Ukrainian armed forces and illegal armed groups. The pro-Russian separatist militias continue to occupy buildings and border posts, hold dozens of innocent people hostage and threaten the territorial integrity, sovereignty and independence of Ukraine. The living conditions ofpeople living in areas affected by the hostilities continue to deteriorate, and the number of internally displaced persons has steadily increased."
275,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,1887,1889,7,"

"
276,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,1889,2132,8,"The escalation of violence in recent days, until its tragic climax yesterday, demonstrates once again that active armed groups in eastern Ukraine are actually well-equipped and well-trained paramilitary forces who enjoy clear external support."
277,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,2132,2134,9,"

"
278,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,2134,3026,10,"We urge the Russian Federation to actively use its influence on the illegal armed groups and ensure that weapons and fighters can no longer cross the border, in order to bring about a de-escalation as soon as possible.
Throughout the past few months, Ukraine has demonstrated its commitment to finding a peaceful solution to the crisis and to implementing the agreements concluded, in particular the joint declaration adopted on 17 April in Geneva between Ukraine, Russia, the European Union and the United States. Ukraine has established a national dialogue and guarantees for national minorities. Once elected, President Poroshenko put forward a comprehensive peace plan and put in place a unilateral ceasefire to create the conditions necessary for its implementation. Unfortunately, illegal armed groups, whose sole aim is to destabilize Ukraine, chose not to take that outstretched hand."
279,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3026,3028,11,"

"
280,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3028,3253,12,"Diplomatic efforts to find a peaceful solution to the crisis in eastern Ukraine must continue. In that regard, the personal commitment of the Secretary-General since the beginning of the crisis is essential and must continue."
281,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3253,3255,13,"

"
282,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3255,3468,14,"It is important to urgently reach an agreement on a real and lasting ceasefire that is observed by all parties, so as to create the conditions necessary for the implementation of President Poroshenko's peace plan."
283,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3468,3470,15,"

"
284,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3470,3942,16,"We welcome the efforts made in that regard by France, Germany and the OSCE to promote dialogue between Russia and Ukraine. We sincerely hope that those efforts will contribute to a de-escalation and put an end to a crisis that has gone on for too long.
Yesterday's plane crash demonstrated the incalculable consequences that the crisis can have. It is high time for all stakeholders, including the Russian Federation, to mobilize all energies to put an end to this crisis."
285,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3942,3944,17,"

"
286,UNSC_2014_SPV.7219_spch010_Luxembourg.txt,UNSC_2014_SPV.7219_spch010,3944,3944,18,
